currency,btcusd,btcusd,btcusd,btcusd,btcusd,btcusd
short_average,0.0005,0.0006,0.0007,0.0008,0.0009,0.0011
,,,,,,
currency,zecusd,zecusd,zecusd,zecusd,zecusd,zecusd
long_threshold,-0.003,-0.004,-0.005,-0.006,-0.007,-0.008
long_trades,63988,45610,32798,24117,17969,13726
long_wins,34237,24869,18216,13549,10247,7907
long_total_percent,61.4108,57.2669,51.3869,46.6021,43.3326,37.6101
long_average,0.0010,0.0013,0.0016,0.0019,0.0024,0.0027
,,,,,,
currency,zecusd,zecusd,zecusd,zecusd,zecusd,zecusd
short_threshold,0.003,0.004,0.005,0.006,0.007,0.008
short_trades,63882,45380,32554,23833,17768,13543
short_wins,34495,24754,17871,13229,9939,7700
short_total_percent,69.4475,63.4946,55.9809,51.7350,47.8223,46.0163
short_average,0.0011,0.0014,0.0017,0.0022,0.0027,0.0034
,,,,,,
currency,etcusd,etcusd,etcusd,etcusd,etcusd,etcusd
long_threshold,-0.003,-0.004,-0.005,-0.006,-0.007,-0.008
long_trades,66986,45106,30891,21583,15509,11351
long_wins,36156,24928,17226,12150,8838,6507
long_total_percent,33.7129,28.9181,23.1659,19.8153,16.2612,13.0021
long_average,0.0005,0.0006,0.0007,0.0009,0.0010,0.0011
,,,,,,
currency,etcusd,etcusd,etcusd,etcusd,etcusd,etcusd
short_threshold,0.003,0.004,0.005,0.006,0.007,0.008
short_trades,68324,45767,31056,21616,15324,11063
short_wins,36252,24574,16817,11783,8358,6130
short_total_percent,29.4791,25.9678,21.3408,15.9502,12.3320,10.4424
short_average,0.0004,0.0006,0.0007,0.0007,0.0008,0.0009
,,,,,,
currency,udcusd,udcusd,udcusd,udcusd,udcusd,udcusd
long_threshold,-0.003,-0.004,-0.005,-0.006,-0.007,-0.008
long_trades,595,477,405,344,295,246
long_wins,370,319,278,240,205,174
long_total_percent,2.3180,2.1192,1.9530,1.8996,1.5993,1.3807
long_average,0.0039,0.0044,0.0048,0.0055,0.0054,0.0056
,,,,,,
currency,udcusd,udcusd,udcusd,udcusd,udcusd,udcusd
short_threshold,0.003,0.004,0.005,0.006,0.007,0.008
short_trades,580,483,407,342,287,247
short_wins,418,354,300,257,232,204
short_total_percent,13.6197,13.4522,13.4129,13.3164,13.2667,13.1051
short_average,0.0235,0.0279,0.0330,0.0389,0.0462,0.0531
,,,,,,
currency,dshusd,dshusd,dshusd,dshusd,dshusd,dshusd
long_threshold,-0.003,-0.004,-0.005,-0.006,-0.007,-0.008
long_trades,54116,37277,25911,18256,13081,9583
long_wins,28974,20345,14437,10330,7516,5610
long_total_percent,32.5194,29.9783,26.4666,23.5526,19.9760,17.8437
long_average,0.0006,0.0008,0.0010,0.0013,0.0015,0.0019
,,,,,,
currency,dshusd,dshusd,dshusd,dshusd,dshusd,dshusd
short_threshold,0.003,0.004,0.005,0.006,0.007,0.008
short_trades,53934,36745,25352,17676,12534,9144
short_wins,28381,19553,13551,9377,6682,4861
short_total_percent,27.8662,23.5802,18.8784,13.5073,11.4412,9.1022
short_average,0.0005,0.0006,0.0007,0.0008,0.0009,0.0010
,,,,,,
currency,xlmusd,xlmusd,xlmusd,xlmusd,xlmusd,xlmusd
long_threshold,-0.003,-0.004,-0.005,-0.006,-0.007,-0.008
long_trades,20772,16959,13741,11007,8750,6934
long_wins,10946,9146,7507,6105,4850,3891
long_total_percent,20.2263,20.6451,18.7858,15.9662,13.3172,11.6664
long_average,0.0010,0.0012,0.0014,0.0015,0.0015,0.0017
,,,,,,
currency,xlmusd,xlmusd,xlmusd,xlmusd,xlmusd,xlmusd
short_threshold,0.003,0.004,0.005,0.006,0.007,0.008
short_trades,20586,16801,13494,10818,8549,6847
short_wins,10920,9034,7393,5989,4777,3900
short_total_percent,22.5916,20.2575,18.4117,16.1180,13.8516,13.9675
short_average,0.0011,0.0012,0.0014,0.0015,0.0016,0.0020
,,,,,,
currency,neousd,neousd,neousd,neousd,neousd,neousd
long_threshold,-0.003,-0.004,-0.005,-0.006,-0.007,-0.008
long_trades,63411,43979,30969,22051,15831,11558
long_wins,33899,24231,17427,12660,9247,6819
long_total_percent,31.4936,30.4558,26.8258,23.6022,21.0616,16.8402
long_average,0.0005,0.0007,0.0009,0.0011,0.0013,0.0015
,,,,,,
currency,neousd,neousd,neousd,neousd,neousd,neousd
short_threshold,0.003,0.004,0.005,0.006,0.007,0.008
short_trades,62640,42929,29554,20755,14791,10797
short_wins,32673,22952,16106,11431,8268,6131
short_total_percent,22.2549,20.3278,18.5165,15.5652,13.2764,12.0483
short_average,0.0004,0.0005,0.0006,0.0007,0.0009,0.0011
